ids,region,year,area_m2,elevation_m,label_4class,label_3class,in_visual_qc,in_final_777
CW2019_1619,CW,2019,1061280.397349665,1702.2166661601386,buried,buried,True,True
CW2019_1620,CW,2019,2421145.930187925,1557.5933003125579,drain,drain,True,True
CW2019_1623,CW,2019,64472.44120043938,1768.1648236782748,refreeze,refreeze,False,False
CW2019_1624,CW,2019,1968924.3390726105,1670.1263241181584,buried,buried,True,True
CW2019_1626,CW,2019,165982.24223950255,1509.2432229911396,refreeze,refreeze,True,True
CW2019_1628,CW,2019,197075.3344497827,1654.9101772769684,refreeze,refreeze,False,False
CW2019_1634,CW,2019,213536.3832668277,1712.1275516145677,buried,buried,True,True
CW2019_1636,CW,2019,681761.7718433206,1685.9350642544186,refreeze,refreeze,True,True
CW2019_1637,CW,2019,533612.3324890771,1662.808069210436,buried,buried,False,False
CW2019_1638,CW,2019,283038.58938358334,1717.998327165811,refreeze,refreeze,False,False
CW2019_1641,CW,2019,2005961.6989112021,1668.3832554454025,buried,buried,False,False
CW2019_1649,CW,2019,112941.08493977967,1402.8237403162816,drain_slow,drain,True,True
CW2019_1653,CW,2019,183357.79376868551,1665.9822315026408,refreeze,refreeze,True,True
CW2019_1654,CW,2019,168725.75037574096,1582.8567438409689,buried,buried,True,True
CW2019_1659,CW,2019,60814.430352256415,1371.556920170052,drain,drain,True,True
CW2019_1671,CW,2019,160495.225967133,1309.0203997527296,drain,drain,True,True
CW2019_1673,CW,2019,6991373.233724715,1530.0042460318978,buried,buried,True,True
CW2019_1677,CW,2019,84591.50086586097,1374.8546688712916,drain,drain,True,True
CW2019_1681,CW,2019,5273937.140469452,1539.6544158430233,drain,drain,True,True
CW2019_1685,CW,2019,67215.94933665142,1519.1408752477357,buried,buried,False,False
CW2019_1693,CW,2019,1852782.4946404835,1609.4517222492345,buried,buried,False,False
CW2019_1694,CW,2019,73617.46832110974,1606.4727769910644,refreeze,refreeze,True,True
CW2019_1695,CW,2019,150185.08643083982,1660.2531709547764,refreeze,refreeze,False,False
CW2019_1698,CW,2019,1319170.1621514687,1277.2072301050755,drain,drain,True,True
CW2019_1702,CW,2019,84591.50086587155,1389.2021299164146,buried,buried,True,True
CW2019_1704,CW,2019,237313.4537805239,1455.6902180533557,drain_slow,drain,True,True
CW2019_1707,CW,2019,1556026.3645757632,1245.1496864516669,drain,drain,True,True
CW2019_1715,CW,2019,1000008.7156414115,1376.7671685183998,refreeze,refreeze,False,False
CW2019_1716,CW,2019,347968.28194000036,1284.3195053010954,refreeze,refreeze,True,True
CW2019_1723,CW,2019,3023803.217437746,1180.39793560613,refreeze,refreeze,True,True
CW2019_1727,CW,2019,331507.23312305706,1394.1611327162193,refreeze,refreeze,True,True
CW2019_1732,CW,2019,1081399.4570149726,1157.2136205707695,refreeze,refreeze,True,True
CW2019_1744,CW,2019,3301812.041905013,1331.1012096804975,drain_slow,drain,True,True
CW2019_1745,CW,2019,171469.2585118192,1051.459766763849,drain,drain,True,True
CW2019_1751,CW,2019,226339.4212357709,1048.3359732488566,refreeze,refreeze,True,True
CW2019_1774,CW,2019,193417.32360142903,1111.69800680423,drain_slow,drain,True,True
CW2019_1775,CW,2019,358942.3144848255,928.2148934681106,drain,drain,False,False
CW2019_1777,CW,2019,95565.53341070557,1109.1105346266636,drain_slow,drain,True,True
CW2019_1778,CW,2019,96480.03612271346,1062.8901821675352,drain_slow,drain,True,True
CW2019_1779,CW,2019,725657.902022236,1247.0545522652894,drain,drain,True,True
CW2019_1784,CW,2019,95565.53341058407,858.4255422952785,drain,drain,True,True
CW2019_1785,CW,2019,2614106.002433267,989.6978238289887,refreeze,refreeze,True,True
CW2019_1786,CW,2019,63557.93848841388,1010.4726459904999,refreeze,refreeze,True,True
CW2019_1787,CW,2019,1362151.7896184481,1248.168294829076,refreeze,refreeze,True,True
CW2019_1788,CW,2019,1019213.2725946109,1043.084067397046,drain,drain,True,True
CW2019_1789,CW,2019,1068596.4190460488,802.8999609130975,drain_slow,drain,True,True
CW2019_1790,CW,2019,226339.42123571088,877.130888650963,drain_slow,drain,True,True
CW2019_1804,CW,2019,834483.7247577858,1396.1671473243862,drain_slow,drain,True,True
CW2019_1815,CW,2019,3638349.039944137,1470.798532188848,buried,buried,True,True
CW2019_1816,CW,2019,191588.31817724247,1348.7831210482914,refreeze,refreeze,True,True
CW2019_1820,CW,2019,155922.7124067838,1268.0212973906716,refreeze,refreeze,True,True
CW2019_1822,CW,2019,213536.38326674662,1347.6624875142077,refreeze,refreeze,True,True
CW2019_1823,CW,2019,3246941.8791811746,1181.9464751713551,buried,buried,False,False
CW2019_1844,CW,2019,127573.12833278246,745.9337011932106,drain,drain,False,False
CW2019_1854,CW,2019,681761.7718432538,1043.2811939299152,drain_slow,drain,True,True
CW2019_1874,CW,2019,606772.5494540876,1187.2369648331623,drain,drain,True,True
CW2019_1877,CW,2019,134889.15002935074,1077.5496136748518,drain,drain,True,True
CW2019_1880,CW,2019,1983896.0473459593,1366.2674538718445,refreeze,refreeze,True,True
CW2019_1881,CW,2019,182443.29105665482,1126.9445243678927,drain_slow,drain,True,True
CW2019_1884,CW,2019,1089629.981423615,975.1182666492037,drain,drain,True,True
CW2019_1897,CW,2019,315960.687017874,814.6233678370876,drain,drain,False,False
CW2019_1899,CW,2019,165982.24223948838,824.9344188247434,drain,drain,True,True
CW2019_1900,CW,2019,265759.6620947504,1056.550082347657,drain,drain,False,False
CW2019_1901,CW,2019,294012.6219283872,873.0252173495361,drain_slow,drain,True,True
CW2019_1904,CW,2019,76360.97645729533,809.8904141461146,drain,drain,True,True
CW2019_1905,CW,2019,235484.44835627396,983.5760521272513,drain_slow,drain,True,True
CW2019_1907,CW,2019,271150.0541268698,967.3781969267304,drain,drain,True,True
CW2019_1908,CW,2019,245543.97818904542,978.6833219322627,drain_slow,drain,True,True
CW2019_1909,CW,2019,223595.91309949532,989.5360482362804,drain,drain,True,True
CW2019_1911,CW,2019,294927.12464045855,857.9780485718121,drain_slow,drain,True,True
CW2019_1913,CW,2019,1073985.4203618246,1340.0146296463417,drain_slow,drain,True,True
CW2019_1914,CW,2019,82762.49544173079,1072.965937689838,drain_slow,drain,True,True
CW2019_1915,CW,2019,379975.8768623145,593.1797752808985,drain,drain,True,True
CW2019_1916,CW,2019,117513.59850015349,692.793639683506,drain,drain,True,True
CW2019_1933,CW,2019,363146.14933090226,1322.4475798588085,drain,drain,False,False
CW2019_1938,CW,2019,2545659.051818,1213.8428985573369,refreeze,refreeze,True,True
CW2019_1942,CW,2019,1412134.0249952094,1523.8775746449433,buried,buried,False,False
CW2019_1943,CW,2019,790376.9132496289,1229.5840474800018,drain,drain,False,False
CW2019_1948,CW,2019,85900.65359648538,1372.386552169744,refreeze,refreeze,False,False
CW2019_1954,CW,2019,1455766.103012455,1208.980281119938,drain,drain,True,True
CW2019_1957,CW,2019,613121.5963046707,1532.3595799758082,buried,buried,False,False
CW2019_1959,CW,2019,394488.9199886795,573.6080057634296,refreeze,refreeze,True,True
CW2019_1967,CW,2019,4606365.736506923,1334.6953450708563,refreeze,refreeze,True,True
CW2019_1974,CW,2019,59899.92764012005,862.7109077946772,drain,drain,True,True
CW2019_1979,CW,2019,241885.96734085548,897.0735436679294,drain,drain,True,True
CW2019_1984,CW,2019,88249.51171409675,961.6372767405127,drain_slow,drain,True,True
CW2019_1985,CW,2019,200733.345297918,865.7220668413228,drain_slow,drain,True,True
CW2019_1998,CW,2019,408325.4609363373,830.323510331884,drain,drain,True,True
CW2019_1999,CW,2019,228613.9087778252,1570.1012378987464,buried,buried,False,False
CW2019_2004,CW,2019,348882.78465220524,1077.6146374659734,drain_slow,drain,True,True
CW2019_2009,CW,2019,5131731.968743786,1248.9706636248022,buried,buried,False,False
CW2019_2012,CW,2019,311333.05668538075,1577.0397240833797,buried,buried,True,True
CW2019_2014,CW,2019,75901.63571748562,759.0202182436583,drain_slow,drain,False,False
CW2019_2015,CW,2019,691295.7360855758,1057.2153466243533,refreeze,refreeze,True,True
CW2019_2017,CW,2019,1503943.1891565411,1146.3143711998769,refreeze,refreeze,True,True
CW2019_2018,CW,2019,74083.63246676809,1339.0946486200082,buried,buried,True,True
CW2019_2021,CW,2019,86252.50175592463,1650.5700460829494,buried,buried,True,True
CW2019_2023,CW,2019,106807.69097968827,1376.8694908879536,refreeze,refreeze,False,False
CW2019_2025,CW,2019,780377.895370791,978.4419920769672,drain_slow,drain,True,True
CW2019_2033,CW,2019,57721.60321028437,657.0592437492303,drain,drain,False,False
CW2019_2034,CW,2019,60448.60808635971,1388.3461218672048,buried,buried,True,True
CW2019_2037,CW,2019,131350.73486434904,1437.1959615011226,buried,buried,True,True
CW2019_2044,CW,2019,130441.73323903324,637.549611427321,drain,drain,True,True
CW2019_2050,CW,2019,828554.9815147576,1128.0509694855457,drain,drain,False,False
CW2019_2066,CW,2019,1270329.7714392168,1147.6775397447673,drain_slow,drain,False,False
CW2019_2068,CW,2019,728564.8027252342,1095.9943848649286,refreeze,refreeze,True,True
CW2019_2074,CW,2019,182254.82588447744,820.2304441400902,drain_slow,drain,False,False
CW2019_2083,CW,2019,380711.9117448876,1580.1502592602942,refreeze,refreeze,True,True
CW2019_2090,CW,2019,432044.775718506,1601.8655886115944,buried,buried,True,True
CW2019_2094,CW,2019,89536.66009791156,1322.9999191886548,buried,buried,False,False
CW2019_2097,CW,2019,1783006.6881418459,1296.9892200935712,buried,buried,True,True
CW2019_2104,CW,2019,156091.83393878888,1322.2454570484579,buried,buried,True,True
CW2019_2111,CW,2019,148840.55624227616,1496.6402421516084,drain_slow,drain,True,True
CW2019_2114,CW,2019,120442.71536005453,1013.1482968912691,drain,drain,True,True
CW2019_2115,CW,2019,59539.6064610352,1043.6385802654495,drain_slow,drain,False,False
CW2019_2120,CW,2019,1389329.3258966284,1562.459005929355,refreeze,refreeze,True,True
CW2019_2124,CW,2019,234627.56509144214,1351.6387855104829,refreeze,refreeze,True,True
CW2019_2134,CW,2019,123169.72023611584,503.68331063262514,drain,drain,False,False
CW2019_2146,CW,2019,382023.3782284471,1237.5099799833827,refreeze,refreeze,True,True
CW2019_2150,CW,2019,76810.63734291893,771.0894079555965,drain,drain,True,True
CW2019_2151,CW,2019,56812.601584942284,847.5105437707276,drain_slow,drain,True,True
CW2019_2154,CW,2019,1119435.501629598,921.5885565418761,drain_slow,drain,True,True
CW2019_2171,CW,2019,115362.74116040923,1598.4945640390265,refreeze,refreeze,True,True
CW2019_2176,CW,2019,228463.46778820534,1541.8771129220027,buried,buried,True,True
CW2019_2181,CW,2019,153166.77387307127,715.9916450792315,drain,drain,True,True
CW2019_2182,CW,2019,84599.34351764926,1271.2436871366133,refreeze,refreeze,True,True
CW2019_2184,CW,2019,141602.1097380741,1312.24772290254,drain_slow,drain,True,True
CW2019_2188,CW,2019,1098378.1629772459,978.6674380968326,drain,drain,False,False
CW2019_2202,CW,2019,219415.40965812688,1391.0982120159306,refreeze,refreeze,False,False
CW2019_2211,CW,2019,83694.53770462178,1460.6659869147757,refreeze,refreeze,True,True
CW2019_2212,CW,2019,149745.3620552721,1364.0371772145838,refreeze,refreeze,True,True
CW2019_2214,CW,2019,165303.55096186802,713.2681563020786,drain_slow,drain,True,True
CW2019_2234,CW,2019,240225.94335762155,1044.6140317055442,drain,drain,True,True
CW2019_2236,CW,2019,180508.75969805318,1721.337372259889,buried,buried,True,True
CW2019_2244,CW,2019,99981.04233896713,1686.7661965781372,buried,buried,True,True
CW2019_2246,CW,2019,917925.4973116869,1515.8386910723418,buried,buried,True,True
CW2019_2254,CW,2019,427520.74665324856,1376.5245098450478,drain_slow,drain,True,True
CW2019_2259,CW,2019,749631.6160894148,1628.7297863347314,refreeze,refreeze,True,True
CW2019_2262,CW,2019,1447236.8979299997,1418.7829887718144,refreeze,refreeze,True,True
CW2019_2270,CW,2019,534287.8325901042,1560.253553628087,buried,buried,True,True
CW2019_2274,CW,2019,104505.07140413058,801.5003420206582,drain_slow,drain,True,True
CW2019_2276,CW,2019,572289.6767369879,257.0980304386749,drain_slow,drain,True,True
CW2019_2281,CW,2019,584956.9581192252,915.5723856915762,drain_slow,drain,True,True
CW2019_2282,CW,2019,5329758.641610978,1288.4262862864064,refreeze,refreeze,True,True
CW2019_2284,CW,2019,653722.1999090086,404.69369913896884,drain,drain,True,True
CW2019_2290,CW,2019,1376662.0445142544,1370.489621706504,refreeze,refreeze,True,True
CW2019_2294,CW,2019,665484.675478273,946.8503077452814,drain,drain,True,True
CW2019_2298,CW,2019,129640.97697526679,1516.6220489977736,refreeze,refreeze,True,True
CW2019_2301,CW,2019,1145160.494532384,1672.7180297560321,buried,buried,True,True
CW2019_2304,CW,2019,247069.10659478337,1574.6971538818614,buried,buried,True,True
CW2019_2307,CW,2019,285538.40579920885,1622.1224872553348,refreeze,refreeze,False,False
CW2019_2313,CW,2019,1006596.466987987,1069.6820247398837,refreeze,refreeze,True,True
CW2019_2316,CW,2019,175315.30686439737,1547.601846016223,buried,buried,True,True
CW2019_2321,CW,2019,916398.5868554426,1580.0491615194808,buried,buried,True,True
CW2019_2334,CW,2019,267370.1177482,688.7229016452217,drain_slow,drain,False,False
CW2019_2354,CW,2019,574156.3627718528,1275.0470456245323,drain,drain,True,True
CW2019_2361,CW,2019,190660.15010174518,918.4481406431757,drain,drain,True,True
CW2019_2373,CW,2019,3819153.029543306,1539.9285052245248,refreeze,refreeze,True,True
CW2019_2389,CW,2019,342692.5427994469,1603.9448133993271,buried,buried,True,True
CW2019_2406,CW,2019,99520.43621379147,862.1261850043094,drain_slow,drain,False,False
CW2019_2408,CW,2019,503906.64309147507,1451.5362228785295,drain,drain,True,True
CW2019_2409,CW,2019,647107.9947474491,1608.0691477648095,buried,buried,True,True
CW2019_2412,CW,2019,74302.58812338235,896.6395208423894,drain_slow,drain,False,False
CW2019_2415,CW,2019,527323.2163182399,1240.5975521958248,drain,drain,True,True
CW2019_2417,CW,2019,355301.4668447868,1399.237219182749,drain_slow,drain,False,False
CW2019_2419,CW,2019,96818.52391838927,1309.5648148148139,drain_slow,drain,True,True
CW2019_2420,CW,2019,184620.9133232904,1721.2000424022822,buried,buried,True,True
CW2019_2434,CW,2019,156073.41248661556,1486.643505998197,refreeze,refreeze,True,True
CW2019_2437,CW,2019,276538.8361640561,1677.2373739335321,buried,buried,True,True
CW2019_2440,CW,2019,224709.0392338188,1457.6373869540123,drain,drain,False,False
CW2019_2456,CW,2019,156421.481071705,1587.3587996718923,buried,buried,True,True
CW2019_2474,CW,2019,83813.22911292729,1069.5832016738548,drain_slow,drain,True,True
CW2019_2484,CW,2019,138493.51762510784,1470.2820028341991,refreeze,refreeze,True,True
CW2019_2494,CW,2019,182417.02806926856,1575.2204224388897,buried,buried,True,True
CW2019_2512,CW,2019,748726.8102764798,857.7304312321669,drain_slow,drain,True,True
NE2019_4316,NE,2019,128280.93862145612,1372.017413143574,buried,buried,True,True
NE2019_4317,NE,2019,79306.3033748019,825.3751625779254,drain_slow,drain,True,True
NE2019_4321,NE,2019,85671.72225961849,1366.9144411887821,buried,buried,True,True
NE2019_4322,NE,2019,217963.6987850831,1124.162979178503,buried,buried,True,True
NE2019_4324,NE,2019,148225.67819522347,1152.7498317307702,refreeze,refreeze,True,True
NE2019_4328,NE,2019,53941.4547561019,1127.7763729751082,drain_slow,drain,True,True
NE2019_4336,NE,2019,496352.04166285374,1432.5489898002752,buried,buried,True,True
NE2019_4337,NE,2019,57567.77104224047,1064.8766368022048,drain_slow,drain,True,True
NE2019_4347,NE,2019,114654.25573615517,956.1206030150756,drain,drain,False,False
NE2019_4348,NE,2019,64820.40361443349,1439.7432216905902,buried,buried,True,True
NE2019_4358,NE,2019,82931.73438624422,811.447238764406,drain,drain,True,True
NE2019_4361,NE,2019,60275.86698188031,1617.0332094614519,buried,buried,True,True
NE2019_4363,NE,2019,506226.6422463552,1614.70689183084,buried,buried,True,True
NE2019_4364,NE,2019,178138.85462658817,1335.6266209539178,buried,buried,True,True
NE2019_4367,NE,2019,57540.62023699431,640.7403471921912,drain,drain,False,False
NE2019_4377,NE,2019,52118.23084899916,1578.607468123861,buried,buried,True,True
NE2019_4387,NE,2019,67518.9004552762,1307.931917354503,drain,drain,False,False
NE2019_4390,NE,2019,188932.58770728562,516.0938099124921,drain,drain,False,False
NE2019_4393,NE,2019,94735.42141727115,1133.1891227937565,drain,drain,True,True
NE2019_4396,NE,2019,215210.9812013636,419.201098078363,drain,drain,False,False
NE2019_4397,NE,2019,375704.4641201964,1678.7333643069805,buried,buried,False,False
NE2019_4402,NE,2019,174434.16371054697,438.58829056438304,drain,drain,True,True
NE2019_4404,NE,2019,239677.07169576097,504.0928991878399,drain,drain,True,True
NE2019_4410,NE,2019,53916.01423781624,440.22799631627396,drain,drain,True,True
NE2019_4413,NE,2019,98317.4377277566,367.57326000655564,drain,drain,True,True
NE2019_4418,NE,2019,495211.7946379824,454.7199376902107,drain,drain,True,True
NE2019_4428,NE,2019,53020.68158412125,1603.1997069011459,buried,buried,True,True
NE2019_4438,NE,2019,69334.7374560413,1146.3941428645214,refreeze,refreeze,True,True
NE2019_4452,NE,2019,153603.93812634944,1268.7118498385485,refreeze,refreeze,True,True
NE2019_4472,NE,2019,73856.76081000538,1501.9026866529373,refreeze,refreeze,True,True
NE2019_4477,NE,2019,141823.1051136913,1798.0035661367688,buried,buried,True,True
NE2019_4478,NE,2019,82918.94005049684,1780.9250235505694,buried,buried,True,True
NE2019_4498,NE,2019,84698.32454529243,265.3843712980201,drain_slow,drain,True,True
NE2019_4511,NE,2019,222560.24840123032,1283.7368604466974,refreeze,refreeze,True,True
NE2019_4528,NE,2019,179864.90133274396,1397.5568452440511,drain_slow,drain,True,True
NE2019_4538,NE,2019,136332.59726270044,1662.9793965765812,buried,buried,False,False
NE2019_4558,NE,2019,64769.30700519312,992.4578643974743,drain_slow,drain,False,False
NE2019_4577,NE,2019,67486.90030612895,706.513130887848,drain_slow,drain,False,False
NE2019_4593,NE,2019,185249.27667912093,907.5428631837932,refreeze,refreeze,True,True
NE2019_4598,NE,2019,132740.31995662212,290.41188508037374,drain,drain,True,True
NE2019_4608,NE,2019,631988.895356672,529.2066390088589,drain_slow,drain,True,True
NE2019_4617,NE,2019,196119.6498829359,885.5378754818535,drain,drain,True,True
NE2019_4637,NE,2019,86530.3792208489,983.7696629213486,buried,buried,True,True
NE2019_4647,NE,2019,181668.49250039636,615.0843503300752,drain_slow,drain,True,True
NE2019_4648,NE,2019,152638.1570682556,1210.6070221248226,buried,buried,True,True
NE2019_4658,NE,2019,98309.38372210976,842.0531996353692,drain_slow,drain,False,False
NE2019_4662,NE,2019,129116.0108792983,743.3850904156624,refreeze,refreeze,True,True
NE2019_4663,NE,2019,1836165.5862943258,768.967917149902,refreeze,refreeze,True,True
NE2019_4667,NE,2019,2214905.8848737287,746.2776595539178,drain_slow,drain,True,True
NE2019_4687,NE,2019,243281.74681469394,1061.0021346901774,buried,buried,True,True
NE2019_4688,NE,2019,59341.99450111109,600.4431865828092,refreeze,refreeze,True,True
NE2019_4703,NE,2019,205205.52296959155,636.5906182627444,refreeze,refreeze,False,False
NE2019_4717,NE,2019,380966.54485085676,814.9679653355539,drain,drain,True,True
NE2019_4757,NE,2019,117325.01202893518,457.0084426353083,drain_slow,drain,True,True
NE2019_4758,NE,2019,150846.4440372773,1045.4305222978255,buried,buried,True,True
NE2019_4778,NE,2019,869343.6523922553,681.4292682126404,drain_slow,drain,True,True
NE2019_4807,NE,2019,181660.65899391138,1043.1453502083166,buried,buried,True,True
NE2019_4818,NE,2019,76560.22785530052,1033.1618752348743,buried,buried,True,True
NE2019_4827,NE,2019,398259.5566274581,901.9632851282332,buried,buried,True,True
NE2019_4828,NE,2019,172624.44945965882,718.1263316853189,drain,drain,True,True
NE2019_4831,NE,2019,58447.64824229139,645.11881909853,refreeze,refreeze,True,True
NE2019_4838,NE,2019,453567.36598195974,336.95299299977637,refreeze,refreeze,True,True
NE2019_4858,NE,2019,678312.034840093,351.6761865690482,buried,buried,False,False
NE2019_4868,NE,2019,105576.358284243,1081.8332994028226,buried,buried,True,True
NE2019_4877,NE,2019,83820.27073500142,948.6610045897138,buried,buried,True,True
NE2019_4887,NE,2019,110107.53245948133,1099.1204224207952,buried,buried,True,True
NE2019_4898,NE,2019,431817.88189885556,129.35307565965957,drain_slow,drain,False,False
NE2019_4918,NE,2019,319344.3356728097,1070.7632866281522,buried,buried,True,True
NE2019_4937,NE,2019,126410.02991929199,734.2909399293284,drain,drain,True,True
NE2019_4938,NE,2019,554119.9519401718,904.7406852345638,buried,buried,True,True
NE2019_4948,NE,2019,427256.83947632037,898.4337805498338,buried,buried,True,True
NE2019_4957,NE,2019,69321.62931058367,628.3659196487827,drain_slow,drain,True,True
NE2019_4958,NE,2019,1908836.760035737,679.6154280727111,drain,drain,True,True
NE2019_4968,NE,2019,619210.9317230474,1145.0981568845104,buried,buried,True,True
NE2019_4977,NE,2019,4693810.53367319,282.1720744455602,buried,buried,True,True
NE2019_4978,NE,2019,111919.22017735758,421.5806927044952,drain_slow,drain,True,True
NE2019_4988,NE,2019,139076.86361876433,889.9623998566638,refreeze,refreeze,True,True
NE2019_5008,NE,2019,176205.5979811643,1240.4526706749023,buried,buried,True,True
NE2019_5018,NE,2019,488755.37332056713,1049.5996929263392,refreeze,refreeze,True,True
NE2019_5021,NE,2019,164428.36006987927,966.3423833778357,refreeze,refreeze,True,True
NE2019_5038,NE,2019,53903.511978827744,914.5975191343366,refreeze,refreeze,True,True
NE2019_5048,NE,2019,469713.85062442336,835.0349904571482,buried,buried,True,True
NE2019_5051,NE,2019,429869.1837639192,1088.6244496698016,refreeze,refreeze,False,False
NE2019_5058,NE,2019,753263.3882240627,689.9534803207857,drain,drain,True,True
NE2019_5061,NE,2019,347428.5183845008,976.5598827203768,refreeze,refreeze,True,True
NE2019_5063,NE,2019,140873.88424714113,971.68826619965,refreeze,refreeze,True,True
NE2019_5068,NE,2019,121844.76935194153,543.316357117668,drain_slow,drain,True,True
NE2019_5078,NE,2019,203376.58527513614,169.58267912772592,drain,drain,True,True
NE2019_5087,NE,2019,1147333.831852848,100.94539327445054,drain,drain,False,False
NE2019_5088,NE,2019,160798.85918191553,555.8522552964452,drain_slow,drain,True,True
NE2019_5113,NE,2019,467158.14299032104,1001.6133214364702,refreeze,refreeze,True,True
NE2019_5117,NE,2019,65678.40727146335,596.293551699908,drain_slow,drain,True,True
NE2019_5118,NE,2019,284002.4921325862,451.00590585810875,drain_slow,drain,True,True
NE2019_5128,NE,2019,374593.3987139125,687.2188478875391,buried,buried,True,True
NE2019_5137,NE,2019,1324892.008752321,881.3635539780234,buried,buried,True,True
NE2019_5147,NE,2019,178917.04049811754,430.29289676149557,drain_slow,drain,True,True
NE2019_5148,NE,2019,191599.76741958663,222.24756435043017,drain_slow,drain,True,True
NE2019_5157,NE,2019,158081.13198449052,900.2399313320227,refreeze,refreeze,True,True
NE2019_5158,NE,2019,52089.77128425708,136.86679839204194,drain,drain,True,True
NE2019_5167,NE,2019,1956989.3497337569,981.626120606728,buried,buried,True,True
NE2019_5168,NE,2019,157175.2229186587,539.7914667032317,drain_slow,drain,True,True
NE2019_5187,NE,2019,352072.52531862486,1177.946652974907,buried,buried,True,True
NE2019_5188,NE,2019,103763.97464343267,1282.9891041162227,buried,buried,True,True
NE2019_5197,NE,2019,230636.95674022246,1293.0116497908014,buried,buried,True,True
NE2019_5198,NE,2019,833283.6216999772,1225.5259908513588,buried,buried,True,True
NE2019_5207,NE,2019,781628.1932748628,1096.636358116093,buried,buried,True,True
NE2019_5213,NE,2019,194317.49461699568,904.5871154204735,refreeze,refreeze,True,True
NE2019_5218,NE,2019,560304.7572057187,657.2400238848903,drain,drain,True,True
NE2019_5227,NE,2019,316800.8415761435,1237.5125536238415,buried,buried,True,True
NE2019_5228,NE,2019,109226.04123012093,1032.9447132913488,refreeze,refreeze,True,True
NE2019_5247,NE,2019,55739.77839907152,940.6538851565471,refreeze,refreeze,True,True
NE2019_5277,NE,2019,2299650.1635677367,150.28943007666555,drain_slow,drain,True,True
NE2019_5288,NE,2019,173487.77384785088,1213.2929575098196,buried,buried,True,True
NE2019_5298,NE,2019,1377483.8649377457,1052.8416473452787,buried,buried,True,True
NE2019_5307,NE,2019,67508.67353611032,1308.685315054047,drain_slow,drain,True,True
NE2019_5317,NE,2019,193464.45369069395,894.3665725641694,drain_slow,drain,True,True
NE2019_5327,NE,2019,161748.96947894644,1099.0876784405052,drain_slow,drain,True,True
NE2019_5328,NE,2019,72039.45699491036,1419.9701440979068,drain_slow,drain,True,True
NE2019_5398,NE,2019,522624.2317068841,1414.2179886627237,buried,buried,True,True
NE2019_5457,NE,2019,85633.17012250655,1196.5490383021058,drain,drain,True,True
NE2019_5458,NE,2019,92882.53902170785,1395.3682030830587,drain_slow,drain,True,True
NE2019_5477,NE,2019,275929.1037280751,1362.1773226708274,drain,drain,True,True
